Channel_Name,Country,Primary_Game,Secondary_Game,Subscribers,Total_Views,Video_Count,Avg_Views_Per_Video,Channel_Age_Years,Upload_Freq_Per_Week,Avg_Video_Length_Minutes,Likes_Per_Video_Avg,Comments_Per_Video_Avg,Engagement_Rate_Percent,Language,Top_Video_Views,Last_Upload_Date
OGStorm8412Channel,India,TFT,Mobile Legends,3951,4079011,301,13551,3,3,13,1241,77,9.73,Hindi,326402,24-07-2025
MsRogue3645Channel,France,CS:GO Classics,,1025,1780581,283,6291,12,2,8,582,41,9.9,Indonesian,202681,06-06-2025
OGSniper3247Channel,Canada,Overwatch,Counter-Strike 2,4091,3215132,298,10789,4,1,2,279,195,4.39,Japanese,311723,03-08-2025
RealPlay8372Gaming,Vietnam,Valorant,Call of Duty,1127,67084,313,214,1,3,13,15,1,7.48,Japanese,4993,01-08-2025
xFury4035Official,Vietnam,Call of Duty,FIFA,1560,616316,306,2014,4,7,19,197,33,11.42,Russian,42660,02-08-2025
ProSniper3809Esports,Thailand,Hearthstone,,994,168258,335,502,1,2,12,14,14,5.58,Spanish,22328,28-06-2025
OfficialBlade4073Network,UK,PUBG Mobile,,500,198646,286,694,5,10,3,14,8,3.17,German,7530,03-08-2025
RealAce2963Channel,Spain,Fortnite,Dota 2,3764,13298326,310,42897,11,7,13,4352,738,11.87,Korean,410656,30-05-2025
RealHunter5083Plays,China,Roblox,Counter-Strike 2,7604,41751617,315,132544,11,5,7,12091,1936,10.58,Russian,5359534,24-07-2025
xPlay2929Highlights,Turkey,PUBG Mobile,,6794,5183378,323,16047,8,5,2,982,332,8.19,Korean,124979,10-07-2025
TheNinja7794Live,Philippines,CS:GO Classics,,11068,37148953,332,111894,8,2,12,12760,1101,12.39,English,5432530,03-08-2025
OfficialAce9340Plays,Canada,Overwatch,,5008,2590821,347,7466,5,2,15,721,85,10.8,Filipino,114908,01-08-2025
GGBlade3128Official,Thailand,Mobile Legends,Rainbow Six Siege,1271,4467073,309,14456,10,7,19,1688,382,14.32,Hindi,620989,07-07-2025
MsStorm901Official,Pakistan,Counter-Strike 2,Minecraft,11423,7754410,296,26197,2,2,23,2958,662,13.82,Korean,866164,30-07-2025
RealFury5683Network,UK,Rocket League,,500,2737335,316,8662,12,1,16,590,214,9.28,Russian,353739,03-07-2025
ProBlade1190Clips,Vietnam,TFT,Call of Duty,705,428395,315,1359,6,1,18,129,32,11.85,Korean,28793,15-07-2025
MrAce2057Highlights,Pakistan,Rocket League,TFT,637,122272,336,363,1,4,4,31,5,9.92,Japanese,4265,12-07-2025
RealPlay2164Network,Philippines,Dota 2,Minecraft,16782,10672617,312,34207,7,2,22,3459,794,12.43,Hindi,1625162,29-05-2025
OGShadow465Highlights,Mexico,Fortnite,TFT,13473,34579093,303,114122,11,1,20,11271,1675,11.34,German,4538403,29-06-2025
MsQueen1471Esports,Philippines,Battlefield,,6500,11965640,310,38598,4,5,10,1363,290,4.28,Indonesian,355193,04-05-2025
OGBlade5313Highlights,China,Fighting Games,,16565,33269594,345,96433,5,2,16,4182,1430,5.82,German,2241807,14-06-2025
GGPlay8170Gaming,Vietnam,Rocket League,,730,1643836,308,5337,6,3,15,248,47,5.53,English,95317,13-05-2025
ProGamer9630Channel,Philippines,Rainbow Six Siege,Grand Theft Auto V,5206,16599258,297,55889,11,1,21,5692,825,11.66,Portuguese,526655,13-05-2025
OfficialKing858Channel,Spain,Teamfight Tactics,Rainbow Six Siege,2439,1091619,343,3182,1,1,11,321,39,11.31,English,96849,04-05-2025
OfficialStorm2496TV,Indonesia,Call of Duty,Sim Racing,11556,26234885,329,79741,9,1,8,5544,1593,8.95,Hindi,2991265,03-07-2025
OfficialBlade6444Clips,Spain,Counter-Strike 2,Minecraft,2479,2909318,312,9324,10,2,9,728,130,9.2,Spanish,123186,17-07-2025
OfficialShadow1290Network,South Korea,Rainbow Six Siege,Overwatch,1610,2749321,301,9133,4,5,17,937,206,12.52,Filipino,259314,27-07-2025
FNWizard2561Clips,Germany,Counter-Strike 2,FIFA,7083,9963641,310,32140,8,4,2,1647,572,6.9,English,374110,01-06-2025
OGPlay6100Highlights,Brazil,CS:GO Classics,Hearthstone,12111,4489250,290,15480,5,1,2,387,433,5.3,Russian,522105,03-07-2025
xStorm5256Network,UK,Fortnite,,1023,1200887,325,3695,11,7,17,252,26,7.52,English,131355,30-07-2025
RealRogue584Official,Japan,Fighting Games,Valorant,2703,7007830,320,21899,8,1,14,2438,485,13.35,Japanese,571977,04-07-2025
MsGamer8469Network,Philippines,Overwatch,,548,177106,290,610,1,1,12,60,13,11.97,English,20680,07-06-2025
xWizard1494Plays,USA,Apex Legends,Call of Duty,500,668329,305,2191,8,5,4,124,63,8.53,English,77875,12-07-2025
RealPlay5657Plays,France,Grand Theft Auto V,FIFA,4108,17046317,276,61762,11,1,2,1635,882,4.08,Japanese,2828123,23-06-2025
ProBlade3658Gaming,Indonesia,CS:GO Classics,Fighting Games,7897,34585059,298,116057,11,4,8,9713,1466,9.63,Hindi,4883370,27-07-2025
OfficialWizard4161Clips,India,Dota 2,,4533,8417349,351,23981,4,0.5,14,2480,223,11.27,English,994289,11-05-2025
xWizard7708Official,Malaysia,Rocket League,Mobile Legends,500,313221,325,963,2,1,8,83,11,9.76,Korean,2930,16-04-2025
xBlade8147TV,Turkey,Sim Racing,Esports News,1700,7493847,303,24732,11,3,17,1545,433,8,English,361465,14-06-2025
OGBlade8130Clips,Germany,Fighting Games,Fortnite,500,1166684,318,3668,6,1,6,118,95,5.81,Spanish,41340,01-07-2025
xHunter7082Highlights,Thailand,Hearthstone,,26676,8857182,321,27592,2,0.5,9,3064,334,12.32,German,1371443,10-08-2025
RealStorm8437TV,Vietnam,Call of Duty,,524,496756,303,1639,5,2,16,78,14,5.61,German,47642,23-06-2025
TheNinja6711Network,Mexico,Fighting Games,,22217,11789099,297,39693,2,2,10,1684,468,5.42,Russian,411096,08-08-2025
RealAce7055Channel,Vietnam,Hearthstone,Overwatch,13539,2378837,288,8259,3,5,10,839,62,10.91,German,242663,20-05-2025
xQueen6726Esports,Pakistan,Overwatch,,705,1425593,310,4598,11,5,8,543,129,14.62,Portuguese,162409,02-08-2025
ThePlay1220Live,USA,Roblox,,500,789741,347,2275,6,3,7,195,61,11.25,Filipino,94454,25-06-2025
GGKing5975Network,Russia,Fighting Games,PUBG Mobile,5221,514953,322,1599,1,1,14,131,20,9.44,German,24606,17-06-2025
MrFury5177Plays,Pakistan,TFT,Sim Racing,772,494809,315,1570,6,2,15,81,17,6.24,Russian,45173,22-06-2025
TheAce13Clips,France,Rocket League,CS:GO Classics,3512,2723098,314,8672,3,4,13,191,239,4.96,Spanish,142977,07-07-2025
MsHunter1199Gaming,Philippines,PUBG Mobile,,1376,3649894,290,12585,7,1,8,493,63,4.42,Portuguese,297102,28-04-2025
OGAce4738Gaming,Germany,TFT,Call of Duty,500,425187,320,1328,2,2,11,104,26,9.79,Indonesian,28604,16-07-2025
TheAce5152Channel,USA,TFT,Counter-Strike 2,500,887523,286,3103,6,5,22,109,86,6.28,Korean,38075,10-08-2025
FNRogue6315Clips,France,Fighting Games,CS:GO Classics,4284,9035368,298,30320,8,2,3,3286,537,12.61,Indonesian,487453,29-05-2025
GGGamer5874Official,China,Sim Racing,Teamfight Tactics,1213,270409,339,797,1,3,23,30,4,4.27,Spanish,11427,29-05-2025
MrWizard7298Highlights,South Korea,Dota 2,Rainbow Six Siege,1230,1851269,295,6275,11,1,13,453,65,8.25,English,256965,20-07-2025
MsShadow5015Channel,Indonesia,Rocket League,,9075,11574998,287,40331,11,5,11,2871,1131,9.92,Filipino,362306,19-07-2025
RealKing3536Esports,Malaysia,Hearthstone,Grand Theft Auto V,19487,71267478,282,252721,9,1,18,20317,1371,8.58,Spanish,12296699,10-06-2025
MrAce8277Live,France,Valorant,League of Legends,1927,2497902,301,8298,5,7,2,437,123,6.75,Filipino,176631,25-07-2025
ProQueen9714Highlights,Thailand,Hearthstone,,1728,3504765,333,10524,5,1,20,1129,260,13.2,Filipino,135049,28-05-2025
ProShadow724Channel,Germany,Overwatch,,6635,29207591,311,93915,12,7,23,6050,2437,9.04,Spanish,3626002,04-07-2025
xNinja6842TV,UK,PUBG Mobile,,500,343132,321,1068,5,2,19,96,18,10.67,Japanese,6855,16-06-2025
xPlay821Clips,Brazil,Grand Theft Auto V,CS:GO Classics,4260,7147554,281,25436,6,3,2,2126,275,9.44,Spanish,1046279,26-05-2025
RealWizard2438Live,Philippines,Rocket League,TFT,7208,3601224,302,11924,2,5,17,378,238,5.17,Indonesian,201735,27-05-2025
MsPlay8413Official,India,Teamfight Tactics,Dota 2,8851,12784901,302,42334,6,0.5,22,3482,490,9.38,Indonesian,433741,25-05-2025
GGRogue9131Live,Indonesia,Roblox,Esports News,500,1617863,314,5152,11,1,21,386,58,8.62,Hindi,219218,04-05-2025
xRogue9731Plays,Pakistan,CS:GO Classics,Fighting Games,881,1733585,276,6281,4,7,4,690,158,13.5,Japanese,192043,17-06-2025
RealAce4605Official,Japan,Grand Theft Auto V,Minecraft,731,2431629,350,6947,8,2,18,750,61,11.67,Japanese,193457,26-05-2025
MrKing1878Channel,USA,Valorant,Valorant,3497,17566747,298,58948,11,4,23,2068,302,4.02,German,963348,28-06-2025
MrFury9091Channel,Canada,TFT,,6432,3666499,296,12386,9,1,12,348,166,4.15,Japanese,322395,06-08-2025
GGShadow6679Esports,Pakistan,CS:GO Classics,Valorant,32687,33287208,326,102108,9,4,3,5050,1763,6.67,English,4032306,28-07-2025
GGSniper8777Live,South Korea,Fortnite,,1350,951951,321,2965,8,1,17,351,67,14.1,Korean,73826,14-07-2025
OGShadow8642Channel,India,Battlefield,Apex Legends,1344,679206,303,2241,3,4,18,49,54,4.6,Portuguese,72349,16-07-2025
OGHunter9763Esports,Spain,Esports News,CS:GO Classics,18759,46682075,282,165539,10,2,11,14449,3573,10.89,English,639721,01-07-2025
ProBlade577Channel,Mexico,Counter-Strike 2,,4791,17861631,307,58181,11,2,5,4704,1202,10.15,Indonesian,1772259,20-06-2025
FNHunter5474Channel,Indonesia,Dota 2,,22657,68630653,298,230304,11,1,18,19497,4984,10.63,Spanish,3012808,15-07-2025
MrGamer9123Network,China,Minecraft,,4731,8637533,309,27953,4,3,7,1169,329,5.36,Korean,1042431,21-05-2025
GGGamer2627TV,Vietnam,Rainbow Six Siege,,500,236467,311,760,1,2,14,32,11,5.66,English,12958,03-04-2025
MrSniper2886Clips,Turkey,TFT,TFT,500,556129,315,1765,9,2,21,111,36,8.33,English,28459,02-07-2025
GGAce198Network,Vietnam,FIFA,Roblox,500,1084527,325,3337,5,3,2,98,22,3.6,Japanese,73078,20-07-2025
MsStorm8000Network,Mexico,Fortnite,,8597,13760787,306,44969,6,1,17,1234,556,3.98,Spanish,343976,28-07-2025
ThePlay30Clips,USA,Fighting Games,Fortnite,19965,15213225,311,48917,3,7,11,1410,741,4.4,Russian,1867225,08-08-2025
GGShadow4758Live,India,Roblox,Fighting Games,57467,254891992,320,796537,11,4,11,61570,14605,9.56,German,25606825,07-03-2025
MsStorm3165Esports,Pakistan,FIFA,Minecraft,11486,10557153,291,36278,10,3,15,2168,622,7.69,German,561240,13-07-2025
MsFury5763TV,Indonesia,PUBG Mobile,,19159,68531268,323,212171,8,1,7,10473,4870,7.23,Indonesian,8291150,22-06-2025
MrNinja291Live,USA,Fortnite,Battlefield,1178,2901672,316,9182,7,4,5,473,154,6.83,Filipino,442138,11-04-2025
MsRogue3659TV,Japan,Valorant,,500,221933,301,737,1,0.5,2,30,20,6.78,Hindi,31793,14-06-2025
ProRogue3637Clips,USA,Fighting Games,,11615,57786356,312,185212,10,5,19,11325,2687,7.57,Portuguese,4053187,30-07-2025
ProGamer6560Highlights,Malaysia,Rainbow Six Siege,Teamfight Tactics,5815,19754857,324,60971,12,2,10,2457,1105,5.84,Korean,983638,08-06-2025
FNSniper8527Network,USA,Dota 2,CS:GO Classics,3540,1627833,282,5772,5,1,15,518,29,9.48,Korean,13793,11-07-2025
FNWizard9334Network,UK,Roblox,,5540,6921439,335,20661,10,1,9,669,263,4.51,Filipino,297965,29-06-2025
OGShadow4183Network,Indonesia,PUBG Mobile,,4999,8801508,330,26671,9,7,5,3062,711,14.15,Spanish,201637,29-07-2025
OGNinja9955Channel,Malaysia,Dota 2,Sim Racing,23251,26952231,302,89245,12,5,16,2586,1190,4.23,German,3725966,18-05-2025
GGFury6745Official,China,Rocket League,Overwatch,23670,108549248,306,354736,11,1,14,40562,4019,12.57,Spanish,13946854,23-06-2025
MsShadow4264Plays,Russia,Valorant,Minecraft,7120,15685975,314,49955,12,7,11,5161,928,12.19,Japanese,1228657,10-04-2025
MrSniper4317Clips,Indonesia,Dota 2,,11536,33856922,282,120060,6,1,14,10573,836,9.5,Russian,914625,23-06-2025
FNAce7124Plays,Spain,Esports News,,6785,19875498,336,59153,8,4,6,6579,1081,12.95,Japanese,1593500,26-07-2025
MrRogue8440Gaming,South Korea,PUBG Mobile,,1425,1824622,269,6782,10,3,18,230,85,4.64,Japanese,186269,26-06-2025
MrSniper6105Official,Spain,Rainbow Six Siege,FIFA,10001,2642456,307,8607,1,5,20,323,125,5.21,Indonesian,277971,23-07-2025
xPlay9195Network,Indonesia,Rainbow Six Siege,Hearthstone,500,1300489,322,4038,10,2,17,182,100,6.98,Hindi,109973,23-06-2025
OGGamer8052TV,Philippines,Mobile Legends,,16094,48087789,302,159231,11,2,10,7082,3431,6.6,German,1079326,13-05-2025
xShadow6963Gaming,Brazil,Minecraft,,500,1018713,309,3296,7,3,12,168,53,6.71,Hindi,107689,09-08-2025
OfficialBlade7064Highlights,Indonesia,Minecraft,Roblox,4709,904521,356,2540,3,2,21,197,49,9.69,Hindi,125847,21-05-2025
ProBlade9956Esports,Japan,Fortnite,,771,2489959,321,7756,9,0.5,20,176,187,4.68,Filipino,251345,28-07-2025
OGPlay6590Highlights,China,Battlefield,TFT,7225,11671393,306,38141,6,4,24,2220,901,8.18,German,740691,20-07-2025
RealNinja4079Network,Philippines,Fortnite,PUBG Mobile,2823,5729764,288,19895,5,3,7,888,191,5.42,Indonesian,633620,08-06-2025
xRogue800Official,Indonesia,Valorant,,500,1667629,302,5521,8,2,7,445,69,9.31,Spanish,159126,30-06-2025
MsFury9644Plays,France,League of Legends,,5843,7186460,315,22814,8,2,13,2703,312,13.22,Spanish,149668,18-07-2025
TheAce531Highlights,Philippines,Call of Duty,,1182,1018273,301,3382,12,2,14,242,32,8.1,Japanese,109705,17-07-2025
TheBlade8672Channel,Germany,CS:GO Classics,,12207,53679828,301,178338,12,4,11,11158,945,6.79,German,5945826,15-05-2025
OGHunter5428Official,Pakistan,Hearthstone,Hearthstone,2987,4390829,311,14118,3,4,10,802,131,6.61,Hindi,265358,05-05-2025
RealFury7696Network,Thailand,FIFA,Minecraft,5612,2817180,289,9748,2,5,20,960,245,12.36,Indonesian,160259,27-07-2025
MsSniper3965Official,Brazil,Battlefield,,644,214871,295,728,2,4,11,19,13,4.4,Korean,18832,27-04-2025
ProKing3278Network,Japan,Esports News,League of Legends,1161,699516,326,2145,5,4,5,248,29,12.91,Korean,19206,05-07-2025
xHunter8113Highlights,Brazil,Dota 2,,1431,2566505,322,7970,10,1,5,492,161,8.19,Japanese,51113,27-06-2025
GGSniper1774Network,Japan,Overwatch,Teamfight Tactics,11739,27830417,279,99750,12,1,13,5124,2343,7.49,Portuguese,3813487,26-06-2025
FNGamer2636Network,South Korea,CS:GO Classics,,43643,73547421,314,234227,7,4,30,27499,3246,13.13,Hindi,2524824,06-06-2025
MrShadow6082TV,South Korea,Battlefield,,821,2265521,335,6762,8,1,6,768,112,13.01,Japanese,94158,08-05-2025
OfficialRogue7873TV,Malaysia,Teamfight Tactics,,16696,28871286,293,98536,10,10,10,8296,650,9.08,Russian,1999818,12-06-2025
TheAce1696Clips,USA,Fighting Games,,500,291758,321,908,8,7,26,19,18,4.07,English,33149,18-07-2025
TheNinja944TV,Canada,Mobile Legends,Esports News,500,1307852,300,4359,12,3,9,413,60,10.85,Russian,127251,09-05-2025
TheBlade4753Gaming,Japan,CS:GO Classics,Teamfight Tactics,642,2234331,311,7184,8,2,15,384,113,6.92,Japanese,172157,22-06-2025
OGBlade390TV,Mexico,Roblox,,500,1371290,314,4367,10,3,23,256,67,7.4,Korean,215038,19-04-2025
ProBlade4847Official,USA,Valorant,,500,2904916,295,9847,12,4,6,353,204,5.66,Japanese,242279,25-05-2025
FNAce8312TV,Japan,Minecraft,,5772,17563772,338,51963,11,4,10,3759,1003,9.16,Portuguese,1568257,15-06-2025
ProKing9234Live,Indonesia,Rainbow Six Siege,League of Legends,2116,1105532,307,3601,3,1,9,340,56,11,Hindi,21494,07-08-2025
FNRogue3421Channel,Russia,Counter-Strike 2,Fighting Games,5470,8242766,323,25519,11,5,3,1207,138,5.27,Spanish,383980,16-07-2025
FNPlay8127Live,Canada,CS:GO Classics,,8997,6523473,340,19186,2,3,21,2184,393,13.43,Korean,308071,28-05-2025
MrKing7508TV,India,Battlefield,,4559,5313452,299,17770,4,0.5,8,701,479,6.64,Hindi,226152,08-07-2025
RealRogue8356Gaming,Malaysia,Rocket League,Hearthstone,8539,2747846,306,8979,1,2,7,239,217,5.08,Korean,145665,04-06-2025
MsStorm5077Clips,Brazil,Dota 2,Minecraft,2667,3118846,306,10192,3,2,9,860,301,11.39,Korean,256990,09-07-2025
MrShadow6419Highlights,India,Dota 2,Grand Theft Auto V,500,2071611,308,6726,11,1,18,705,57,11.33,German,289901,26-07-2025
RealAce3313Live,Brazil,Esports News,Call of Duty,16195,10131938,326,31079,9,1,13,3583,328,12.58,Russian,1024032,13-04-2025
OfficialFury8621Plays,Philippines,Call of Duty,Roblox,1161,3341475,291,11482,7,0.5,7,1110,212,11.51,Portuguese,462804,06-04-2025
RealGamer974Live,Thailand,Roblox,PUBG Mobile,667,1352686,326,4149,7,7,14,165,45,5.06,Russian,105450,13-05-2025
ProAce9508Channel,USA,Grand Theft Auto V,,2242,507294,320,1585,1,1,17,186,9,12.3,Korean,46378,13-07-2025
xNinja3661Clips,Japan,Rainbow Six Siege,,691,1411841,296,4769,7,2,12,533,71,12.67,Japanese,25393,30-07-2025
OGStorm5034TV,Spain,Apex Legends,Call of Duty,1528,4975216,281,17705,10,1,11,642,215,4.84,Portuguese,155602,24-05-2025
FNFury291TV,Germany,PUBG Mobile,Minecraft,5169,4243464,294,14433,7,4,18,1095,167,8.74,Indonesian,604685,02-08-2025
MsQueen4555Clips,India,Call of Duty,Fortnite,5204,4950813,310,15970,4,4,11,1206,460,10.43,Korean,792969,14-06-2025
xSniper9309Clips,Canada,Hearthstone,,708,996224,321,3103,7,5,22,199,34,7.51,Japanese,122806,07-08-2025
FNKing6763Plays,Brazil,Mobile Legends,Overwatch,1366,2269571,322,7048,8,3,7,834,58,12.66,Filipino,80660,05-06-2025
OGNinja6772Highlights,Malaysia,Battlefield,Teamfight Tactics,16629,4544741,317,14336,3,3,7,372,116,3.4,Filipino,45544,12-07-2025
MrStorm8389Plays,Pakistan,Minecraft,Roblox,6596,8042474,306,26282,10,2,7,2174,661,10.79,Indonesian,102385,27-07-2025
FNSniper3190Gaming,Indonesia,Fortnite,Esports News,82462,20256696,348,58208,2,3,11,2359,1331,6.34,Spanish,866192,11-07-2025
OGShadow8551Plays,Germany,Valorant,League of Legends,19696,30049358,337,89167,7,1,12,6485,734,8.1,Korean,3948824,05-06-2025
FNGamer6187Network,Pakistan,Mobile Legends,TFT,18599,42082208,300,140274,5,4,4,13743,1472,10.85,German,1716370,28-07-2025
TheStorm5519Esports,Pakistan,FIFA,,500,356780,316,1129,5,1,13,50,26,6.73,Indonesian,37086,06-07-2025
TheSniper5363Live,Vietnam,Fighting Games,,10119,12005516,334,35944,5,7,15,2132,426,7.12,Japanese,310531,21-07-2025
MrAce69Channel,Turkey,League of Legends,Call of Duty,2738,3645837,318,11464,7,2,3,1319,338,14.45,English,411717,20-07-2025
TheStorm4093Esports,Vietnam,Overwatch,Teamfight Tactics,1234,4490405,343,13091,9,3,9,1258,242,11.46,Japanese,118599,21-06-2025
ProStorm3678Channel,Pakistan,Fortnite,League of Legends,3900,3112690,310,10040,11,3,15,775,98,8.7,Indonesian,205355,10-06-2025
OfficialAce6100Live,Pakistan,Grand Theft Auto V,Apex Legends,13525,14979697,313,47858,8,5,5,2019,1266,6.86,Spanish,569079,13-07-2025
MrQueen7670Official,Mexico,Dota 2,,6643,5770987,301,19172,6,2,10,1198,248,7.54,Filipino,292941,03-06-2025
MsPlay1673Official,USA,FIFA,League of Legends,731,2542295,280,9079,7,2,19,884,110,10.95,Korean,327519,06-07-2025
TheBlade1292Plays,China,TFT,Valorant,9778,27003304,315,85724,9,1,23,8748,1130,11.52,Portuguese,2482497,06-08-2025
OGRogue9239Live,Pakistan,TFT,Rainbow Six Siege,1074,1329443,320,4154,11,1,15,184,100,6.84,Spanish,28407,13-04-2025
ProPlay4300Plays,Vietnam,Roblox,FIFA,4216,4363297,299,14592,6,1,11,1257,136,9.55,Korean,613657,07-08-2025
xRogue2720Highlights,Spain,League of Legends,,1834,230203,300,767,1,0.5,9,22,11,4.3,Korean,23753,07-04-2025
GGAce5519Network,Philippines,Valorant,,2100,891005,329,2708,4,7,17,60,15,2.77,Portuguese,42115,19-07-2025
xHunter6596Network,Japan,Sim Racing,,10157,33211920,276,120333,8,4,19,9009,3088,10.05,Russian,2545517,22-06-2025
MrAce8885TV,China,Fighting Games,,564,1078154,297,3630,7,1,5,154,49,5.59,Portuguese,160941,27-04-2025
xPlay2945Esports,UK,Minecraft,TFT,66990,67132935,325,206562,3,0.5,17,5761,2314,3.91,Japanese,3641544,13-07-2025
RealWizard2083Clips,Russia,CS:GO Classics,Rainbow Six Siege,500,995315,327,3043,10,2,8,282,59,11.21,Japanese,46904,24-07-2025
MsRogue9066Official,Turkey,Minecraft,,1145,1027624,310,3314,3,2,7,231,74,9.2,Portuguese,40122,30-05-2025
OfficialGamer4513Channel,Spain,Hearthstone,,5390,9836570,318,30932,11,5,11,3081,783,12.49,Korean,1231780,29-07-2025
MsKing552TV,Mexico,Fighting Games,Mobile Legends,7592,4295925,341,12598,3,2,18,1088,172,10,Portuguese,179568,06-08-2025
FNRogue6253Network,Turkey,Dota 2,Hearthstone,2538,10461851,310,33747,12,7,14,3137,854,11.83,Hindi,835615,03-07-2025
RealHunter1359Plays,South Korea,Valorant,Overwatch,2719,319910,280,1142,1,1,14,57,18,6.57,Korean,2832,30-07-2025
OGStorm7761Plays,Brazil,Overwatch,,5749,18842338,296,63656,10,2,14,2949,479,5.39,Japanese,3057828,21-07-2025
MrWizard5292Plays,Turkey,League of Legends,,2059,892588,297,3005,1,7,15,240,78,10.58,Russian,126190,11-04-2025
GGGamer4618Network,Brazil,Fortnite,,27697,17314577,308,56216,6,0.5,11,2249,1050,5.87,English,1873799,03-06-2025
OfficialNinja2545TV,South Korea,Dota 2,Sim Racing,11418,5182145,297,17448,1,2,16,1771,350,12.16,Russian,291974,23-06-2025
ProStorm2623Official,Turkey,Minecraft,,12046,5164755,316,16344,5,1,8,1181,464,10.06,Hindi,179855,20-06-2025
OfficialQueen9099Channel,Turkey,PUBG Mobile,PUBG Mobile,635,525803,319,1648,4,3,16,70,31,6.13,Portuguese,37946,16-05-2025
TheNinja8794Channel,Mexico,Overwatch,Grand Theft Auto V,2625,4262070,303,14066,5,1,17,1160,72,8.76,Japanese,179133,09-07-2025
GGPlay6438Live,Philippines,Overwatch,Battlefield,1843,3892704,308,12638,7,7,16,1447,338,14.12,Hindi,593682,21-04-2025
RealQueen1156Highlights,France,Teamfight Tactics,Fighting Games,596,333912,308,1084,6,7,17,30,13,3.97,Korean,40334,20-07-2025
RealPlay7562Clips,Malaysia,Call of Duty,Sim Racing,5304,26064551,269,96894,12,5,15,2997,1699,4.85,Japanese,3400815,03-07-2025
RealSniper1259Gaming,Pakistan,Rainbow Six Siege,Dota 2,1261,5537392,304,18215,9,2,19,1901,184,11.45,German,629857,01-08-2025
OfficialBlade681TV,Spain,Minecraft,,8507,6714714,333,20164,6,10,2,624,250,4.33,Indonesian,780917,24-07-2025
RealShadow1801Network,Brazil,TFT,,537,2188425,300,7294,9,4,17,174,161,4.59,Portuguese,29878,11-05-2025
GGAce2499Esports,Philippines,Hearthstone,Esports News,46651,56086491,343,163517,4,2,24,8959,2573,7.05,Russian,2354485,01-04-2025
MrKing6237Channel,Malaysia,Teamfight Tactics,Teamfight Tactics,710,334530,338,989,1,1,8,65,20,8.59,Japanese,29303,17-04-2025
FNGamer1996Clips,Pakistan,Valorant,Roblox,4233,547067,310,1764,1,3,8,135,45,10.2,Portuguese,22020,25-05-2025
OfficialGamer1992Gaming,China,League of Legends,CS:GO Classics,10582,43006266,293,146779,10,4,20,10381,1984,8.42,Japanese,4520038,05-08-2025
FNGamer4073Clips,Philippines,Counter-Strike 2,,1196,643821,321,2005,7,1,6,223,38,13.02,Portuguese,96263,03-08-2025
FNHunter105Clips,Japan,Sim Racing,,11660,15651395,271,57754,3,3,8,5594,1411,12.13,Filipino,1036419,19-05-2025
MrShadow402Channel,Indonesia,Apex Legends,Dota 2,500,353371,317,1114,2,10,13,131,25,14,English,42726,28-07-2025
OfficialSniper1516Channel,Canada,Teamfight Tactics,Dota 2,30436,39557301,303,130552,6,2,7,8831,2414,8.61,Spanish,2977537,17-07-2025
GGWizard2034Channel,Canada,Hearthstone,FIFA,3049,2482680,312,7957,6,2,17,226,116,4.3,Japanese,289680,06-08-2025
xPlay9506Network,Vietnam,Battlefield,Teamfight Tactics,1147,3351624,275,12187,7,7,7,1408,185,13.07,Filipino,61440,01-06-2025
FNStorm5167Official,Brazil,Hearthstone,Grand Theft Auto V,1846,2967062,309,9602,5,1,14,195,151,3.6,Indonesian,187269,02-05-2025
MrKing9819Channel,Russia,Roblox,Teamfight Tactics,10875,18460280,332,55603,8,7,14,5427,762,11.13,Filipino,2047901,18-04-2025
TheNinja7966Esports,USA,Mobile Legends,League of Legends,1170,2045256,325,6293,7,5,22,145,141,4.54,Korean,268127,23-06-2025
MrRogue9048TV,China,Fighting Games,,898,757811,315,2405,2,2,19,231,19,10.4,English,52918,28-05-2025
RealNinja1039Official,Japan,Grand Theft Auto V,CS:GO Classics,2091,423463,295,1435,1,1,9,163,41,14.22,Portuguese,40833,27-06-2025
ProFury4290Plays,Pakistan,Counter-Strike 2,,500,406506,296,1373,9,0.5,4,80,33,8.23,English,66407,30-06-2025
xNinja1528Esports,Indonesia,Valorant,Esports News,54878,126240521,329,383709,5,2,17,16920,4778,5.65,Russian,9146890,02-07-2025
RealGamer1143TV,Mexico,TFT,Counter-Strike 2,1204,3240754,324,10002,12,4,8,426,60,4.86,Spanish,133197,07-06-2025
GGShadow1817Esports,UK,TFT,Counter-Strike 2,11277,25649741,296,86654,11,2,10,5994,1974,9.2,Hindi,259184,14-07-2025
GGKing1697Clips,Malaysia,League of Legends,Counter-Strike 2,4167,2958149,316,9361,5,4,6,347,218,6.04,Indonesian,432946,09-06-2025
OfficialAce5601TV,Mexico,Grand Theft Auto V,Overwatch,616,3354786,318,10549,12,4,16,920,306,11.62,Hindi,48617,15-06-2025
xQueen3793Clips,Vietnam,Teamfight Tactics,PUBG Mobile,2952,4365340,295,14797,10,3,8,840,167,6.81,Korean,199093,15-07-2025
TheBlade1898TV,Japan,Esports News,Hearthstone,10450,14065816,322,43682,4,7,12,2285,308,5.94,Spanish,1883380,06-08-2025
MsPlay9622Live,Malaysia,Call of Duty,Roblox,2205,1968378,329,5982,2,4,12,395,166,9.38,Indonesian,281677,08-07-2025
ProNinja5109Official,Japan,Sim Racing,,20110,6607253,299,22097,5,7,13,1640,253,8.57,Russian,750090,18-07-2025
