Tournament Name,Game,Genre,Organizer,Frequency,Prize Pool (USD)_Adjusted,Year,Country,Prize Pool (USD)
League of Legends Championship 625,League of Legends,MOBA,Psyonix,Annual,604981,2025,South Korea,604981
League of Legends Championship 625,League of Legends,MOBA,Psyonix,Annual,662040,2023,South Korea,662040
League of Legends Championship 625,League of Legends,MOBA,Psyonix,Annual,548880,2024,South Korea,548880
League of Legends Championship 625,League of Legends,MOBA,Psyonix,Annual,458448,2025,South Korea,458448
Fortnite Championship 626,Fortnite,Battle Royale,EA Sports,Bi-Annual,2223215,2023,Saudi Arabia,2223215
Fortnite Championship 626,Fortnite,Battle Royale,EA Sports,Bi-Annual,2612024,2024,Saudi Arabia,2612024
Fortnite Championship 626,Fortnite,Battle Royale,EA Sports,Bi-Annual,2932615,2025,Saudi Arabia,2932615
Fortnite Championship 626,Fortnite,Battle Royale,EA Sports,Bi-Annual,2336674,2023,Saudi Arabia,2336674
Fortnite Championship 626,Fortnite,Battle Royale,EA Sports,Bi-Annual,2607150,2024,Saudi Arabia,2607150
Fortnite Championship 626,Fortnite,Battle Royale,EA Sports,Bi-Annual,2732460,2025,Saudi Arabia,2732460
Fortnite Championship 626,Fortnite,Battle Royale,EA Sports,Bi-Annual,2310399,2023,Saudi Arabia,2310399
Fortnite Championship 626,Fortnite,Battle Royale,EA Sports,Bi-Annual,2845946,2024,Saudi Arabia,2845946
Fortnite Championship 626,Fortnite,Battle Royale,EA Sports,Bi-Annual,3342696,2025,Saudi Arabia,3342696
Tekken 8 Championship 627,Tekken 8,Fighting,Psyonix,Bi-Annual,4549160,2023,Canada,4549160
Tekken 8 Championship 627,Tekken 8,Fighting,Psyonix,Bi-Annual,5189597,2024,Canada,5189597
Tekken 8 Championship 627,Tekken 8,Fighting,Psyonix,Bi-Annual,5331621,2025,Canada,5331621
Tekken 8 Championship 627,Tekken 8,Fighting,Psyonix,Bi-Annual,4750068,2023,Canada,4750068
Tekken 8 Championship 627,Tekken 8,Fighting,Psyonix,Bi-Annual,5729021,2024,Canada,5729021
Tekken 8 Championship 627,Tekken 8,Fighting,Psyonix,Bi-Annual,6482802,2025,Canada,6482802
Tekken 8 Championship 627,Tekken 8,Fighting,Psyonix,Bi-Annual,3670297,2023,Canada,3670297
Tekken 8 Championship 627,Tekken 8,Fighting,Psyonix,Bi-Annual,3308577,2024,Canada,3308577
Tekken 8 Championship 627,Tekken 8,Fighting,Psyonix,Bi-Annual,2855005,2025,Canada,2855005
Fortnite Championship 628,Fortnite,Battle Royale,Krafton,Quarterly,3715809,2023,France,3715809
Fortnite Championship 628,Fortnite,Battle Royale,Krafton,Quarterly,4171408,2024,Germany,4171408
Fortnite Championship 628,Fortnite,Battle Royale,Krafton,Quarterly,4561743,2025,Canada,4561743
Fortnite Championship 628,Fortnite,Battle Royale,Krafton,Quarterly,3931245,2023,Canada,3931245
Fortnite Championship 628,Fortnite,Battle Royale,Krafton,Quarterly,4621814,2024,Japan,4621814
Fortnite Championship 628,Fortnite,Battle Royale,Krafton,Quarterly,5160907,2025,France,5160907
Fortnite Championship 628,Fortnite,Battle Royale,Krafton,Quarterly,3027583,2023,United States,3027583
Fortnite Championship 628,Fortnite,Battle Royale,Krafton,Quarterly,2572555,2024,United States,2572555
Fortnite Championship 628,Fortnite,Battle Royale,Krafton,Quarterly,2458295,2025,United States,2458295
PUBG Mobile Championship 629,PUBG Mobile,Battle Royale,Psyonix,Annual,1987435,2023,Brazil,1987435
PUBG Mobile Championship 629,PUBG Mobile,Battle Royale,Psyonix,Annual,1627120,2024,Germany,1627120
PUBG Mobile Championship 629,PUBG Mobile,Battle Royale,Psyonix,Annual,1286200,2025,Canada,1286200
PUBG Mobile Championship 629,PUBG Mobile,Battle Royale,Psyonix,Annual,2584723,2023,Germany,2584723
PUBG Mobile Championship 629,PUBG Mobile,Battle Royale,Psyonix,Annual,2818017,2024,Brazil,2818017
PUBG Mobile Championship 629,PUBG Mobile,Battle Royale,Psyonix,Annual,2961771,2025,Canada,2961771
PUBG Mobile Championship 629,PUBG Mobile,Battle Royale,Psyonix,Annual,2964790,2023,United States,2964790
PUBG Mobile Championship 629,PUBG Mobile,Battle Royale,Psyonix,Annual,3314540,2024,Canada,3314540
PUBG Mobile Championship 629,PUBG Mobile,Battle Royale,Psyonix,Annual,3922188,2025,France,3922188
PUBG Mobile Championship 630,PUBG Mobile,Battle Royale,Ubisoft,Bi-Annual,2929848,2023,United States,2929848
PUBG Mobile Championship 630,PUBG Mobile,Battle Royale,Ubisoft,Bi-Annual,3312617,2024,Germany,3312617
PUBG Mobile Championship 630,PUBG Mobile,Battle Royale,Ubisoft,Bi-Annual,3723264,2025,United States,3723264
PUBG Mobile Championship 630,PUBG Mobile,Battle Royale,Ubisoft,Bi-Annual,2112494,2023,China,2112494
PUBG Mobile Championship 630,PUBG Mobile,Battle Royale,Ubisoft,Bi-Annual,1945520,2024,United States,1945520
PUBG Mobile Championship 630,PUBG Mobile,Battle Royale,Ubisoft,Bi-Annual,1655483,2025,France,1655483
PUBG Mobile Championship 630,PUBG Mobile,Battle Royale,Ubisoft,Bi-Annual,2518389,2023,Sweden,2518389
PUBG Mobile Championship 630,PUBG Mobile,Battle Royale,Ubisoft,Bi-Annual,2755366,2024,Germany,2755366
PUBG Mobile Championship 630,PUBG Mobile,Battle Royale,Ubisoft,Bi-Annual,3014455,2025,France,3014455
FIFA 24 Championship 631,FIFA 24,Sports,Psyonix,Quarterly,74085,2023,France,74085
FIFA 24 Championship 631,FIFA 24,Sports,Psyonix,Quarterly,88905,2024,Brazil,88905
FIFA 24 Championship 631,FIFA 24,Sports,Psyonix,Quarterly,96395,2025,Canada,96395
FIFA 24 Championship 631,FIFA 24,Sports,Psyonix,Quarterly,80539,2023,China,80539
FIFA 24 Championship 631,FIFA 24,Sports,Psyonix,Quarterly,79262,2024,Brazil,79262
FIFA 24 Championship 631,FIFA 24,Sports,Psyonix,Quarterly,93090,2025,United States,93090
FIFA 24 Championship 631,FIFA 24,Sports,Psyonix,Quarterly,72069,2023,Japan,72069
FIFA 24 Championship 631,FIFA 24,Sports,Psyonix,Quarterly,67940,2024,Germany,67940
FIFA 24 Championship 631,FIFA 24,Sports,Psyonix,Quarterly,64119,2025,Sweden,64119
Tekken 8 Championship 632,Tekken 8,Fighting,Activision,Quarterly,282877,2023,Saudi Arabia,282877
Tekken 8 Championship 632,Tekken 8,Fighting,Activision,Quarterly,280604,2024,Saudi Arabia,280604
Tekken 8 Championship 632,Tekken 8,Fighting,Activision,Quarterly,349438,2025,Saudi Arabia,349438
Tekken 8 Championship 632,Tekken 8,Fighting,Activision,Quarterly,333500,2023,Saudi Arabia,333500
Tekken 8 Championship 632,Tekken 8,Fighting,Activision,Quarterly,365248,2024,Saudi Arabia,365248
Tekken 8 Championship 632,Tekken 8,Fighting,Activision,Quarterly,444399,2025,Saudi Arabia,444399
Tekken 8 Championship 632,Tekken 8,Fighting,Activision,Quarterly,262405,2023,Saudi Arabia,262405
Tekken 8 Championship 632,Tekken 8,Fighting,Activision,Quarterly,235214,2024,Saudi Arabia,235214
Tekken 8 Championship 632,Tekken 8,Fighting,Activision,Quarterly,208591,2025,Saudi Arabia,208591
Dota 2 Championship 633,Dota 2,MOBA,Psyonix,Quarterly,2312368,2023,Saudi Arabia,2312368
Dota 2 Championship 633,Dota 2,MOBA,Psyonix,Quarterly,2785211,2024,Saudi Arabia,2785211
Dota 2 Championship 633,Dota 2,MOBA,Psyonix,Quarterly,2692053,2025,Saudi Arabia,2692053
Dota 2 Championship 633,Dota 2,MOBA,Psyonix,Quarterly,2892822,2023,Saudi Arabia,2892822
Dota 2 Championship 633,Dota 2,MOBA,Psyonix,Quarterly,3577353,2024,Saudi Arabia,3577353
Dota 2 Championship 633,Dota 2,MOBA,Psyonix,Quarterly,3876620,2025,Saudi Arabia,3876620
Dota 2 Championship 633,Dota 2,MOBA,Psyonix,Quarterly,2947033,2023,Saudi Arabia,2947033
Dota 2 Championship 633,Dota 2,MOBA,Psyonix,Quarterly,3285533,2024,Saudi Arabia,3285533
Dota 2 Championship 633,Dota 2,MOBA,Psyonix,Quarterly,3409934,2025,Saudi Arabia,3409934
Fortnite Championship 634,Fortnite,Battle Royale,Valve,Bi-Annual,486755,2023,Brazil,486755
Fortnite Championship 634,Fortnite,Battle Royale,Valve,Bi-Annual,413823,2024,Brazil,413823
Fortnite Championship 634,Fortnite,Battle Royale,Valve,Bi-Annual,337456,2025,Brazil,337456
Fortnite Championship 634,Fortnite,Battle Royale,Valve,Bi-Annual,683211,2023,Brazil,683211
Fortnite Championship 634,Fortnite,Battle Royale,Valve,Bi-Annual,623363,2024,Brazil,623363
Fortnite Championship 634,Fortnite,Battle Royale,Valve,Bi-Annual,648277,2025,Brazil,648277
Fortnite Championship 634,Fortnite,Battle Royale,Valve,Bi-Annual,676424,2023,Brazil,676424
Fortnite Championship 634,Fortnite,Battle Royale,Valve,Bi-Annual,851562,2024,Brazil,851562
Fortnite Championship 634,Fortnite,Battle Royale,Valve,Bi-Annual,969717,2025,Brazil,969717
Rocket League Championship 635,Rocket League,Sports,Epic Games,Bi-Annual,1760606,2023,United States,1760606
Rocket League Championship 635,Rocket League,Sports,Epic Games,Bi-Annual,1386422,2024,United States,1386422
Rocket League Championship 635,Rocket League,Sports,Epic Games,Bi-Annual,1177381,2025,United States,1177381
Rocket League Championship 635,Rocket League,Sports,Epic Games,Bi-Annual,2225534,2023,United States,2225534
Rocket League Championship 635,Rocket League,Sports,Epic Games,Bi-Annual,2745015,2024,United States,2745015
Rocket League Championship 635,Rocket League,Sports,Epic Games,Bi-Annual,3162311,2025,United States,3162311
Rocket League Championship 635,Rocket League,Sports,Epic Games,Bi-Annual,2197503,2023,United States,2197503
Rocket League Championship 635,Rocket League,Sports,Epic Games,Bi-Annual,2655499,2024,United States,2655499
Rocket League Championship 635,Rocket League,Sports,Epic Games,Bi-Annual,2930363,2025,United States,2930363
FIFA 24 Championship 636,FIFA 24,Sports,Ubisoft,Bi-Annual,2491567,2023,Saudi Arabia,2491567
FIFA 24 Championship 636,FIFA 24,Sports,Ubisoft,Bi-Annual,2615151,2024,Saudi Arabia,2615151
FIFA 24 Championship 636,FIFA 24,Sports,Ubisoft,Bi-Annual,3021551,2025,Saudi Arabia,3021551
FIFA 24 Championship 636,FIFA 24,Sports,Ubisoft,Bi-Annual,2090404,2023,Saudi Arabia,2090404
FIFA 24 Championship 636,FIFA 24,Sports,Ubisoft,Bi-Annual,1971402,2024,Saudi Arabia,1971402
FIFA 24 Championship 636,FIFA 24,Sports,Ubisoft,Bi-Annual,1620938,2025,Saudi Arabia,1620938
FIFA 24 Championship 636,FIFA 24,Sports,Ubisoft,Bi-Annual,1983736,2023,Saudi Arabia,1983736
FIFA 24 Championship 636,FIFA 24,Sports,Ubisoft,Bi-Annual,1913962,2024,Saudi Arabia,1913962
FIFA 24 Championship 636,FIFA 24,Sports,Ubisoft,Bi-Annual,1636674,2025,Saudi Arabia,1636674
Valorant Championship 637,Valorant,FPS,Riot Games,Annual,2250000,2023,Brazil,2250000
Valorant Championship 637,Valorant,FPS,Riot Games,Annual,2250000,2024,Brazil,2250000
Valorant Championship 637,Valorant,FPS,Riot Games,Annual,2500000,2025,Brazil,2500000
Valorant Championship 637,Valorant,FPS,Riot Games,Annual,2250000,2023,Brazil,2250000
Valorant Championship 637,Valorant,FPS,Riot Games,Annual,2250000,2024,Brazil,2250000
Valorant Championship 637,Valorant,FPS,Riot Games,Annual,2500000,2025,Brazil,2500000
Valorant Championship 637,Valorant,FPS,Riot Games,Annual,2250000,2023,Brazil,2250000
Valorant Championship 637,Valorant,FPS,Riot Games,Annual,2250000,2024,Brazil,2250000
Valorant Championship 637,Valorant,FPS,Riot Games,Annual,2500000,2025,Brazil,2500000
League of Legends Championship 638,League of Legends,MOBA,Krafton,Bi-Annual,707321,2023,France,707321
League of Legends Championship 638,League of Legends,MOBA,Krafton,Bi-Annual,612656,2024,France,612656
League of Legends Championship 638,League of Legends,MOBA,Krafton,Bi-Annual,496096,2025,France,496096
League of Legends Championship 638,League of Legends,MOBA,Krafton,Bi-Annual,787459,2023,France,787459
League of Legends Championship 638,League of Legends,MOBA,Krafton,Bi-Annual,710918,2024,France,710918
League of Legends Championship 638,League of Legends,MOBA,Krafton,Bi-Annual,601308,2025,France,601308
League of Legends Championship 638,League of Legends,MOBA,Krafton,Bi-Annual,994394,2023,France,994394
League of Legends Championship 638,League of Legends,MOBA,Krafton,Bi-Annual,1021543,2024,France,1021543
League of Legends Championship 638,League of Legends,MOBA,Krafton,Bi-Annual,1022371,2025,France,1022371
FIFA 24 Championship 639,FIFA 24,Sports,EA Sports,Bi-Annual,3068858,2023,United States,3068858
FIFA 24 Championship 639,FIFA 24,Sports,EA Sports,Bi-Annual,2619724,2024,Brazil,2619724
FIFA 24 Championship 639,FIFA 24,Sports,EA Sports,Bi-Annual,2304511,2025,United States,2304511
FIFA 24 Championship 639,FIFA 24,Sports,EA Sports,Bi-Annual,2608919,2023,United States,2608919
FIFA 24 Championship 639,FIFA 24,Sports,EA Sports,Bi-Annual,2263527,2024,Japan,2263527
FIFA 24 Championship 639,FIFA 24,Sports,EA Sports,Bi-Annual,1976313,2025,Japan,1976313
FIFA 24 Championship 639,FIFA 24,Sports,EA Sports,Bi-Annual,2450806,2023,Germany,2450806
FIFA 24 Championship 639,FIFA 24,Sports,EA Sports,Bi-Annual,2319389,2024,Japan,2319389
FIFA 24 Championship 639,FIFA 24,Sports,EA Sports,Bi-Annual,2274968,2025,Sweden,2274968
FIFA 24 Championship 640,FIFA 24,Sports,Activision,Bi-Annual,1415451,2023,Germany,1415451
FIFA 24 Championship 640,FIFA 24,Sports,Activision,Bi-Annual,1636785,2024,Germany,1636785
FIFA 24 Championship 640,FIFA 24,Sports,Activision,Bi-Annual,2033503,2025,Germany,2033503
FIFA 24 Championship 640,FIFA 24,Sports,Activision,Bi-Annual,1224914,2023,Germany,1224914
FIFA 24 Championship 640,FIFA 24,Sports,Activision,Bi-Annual,1460365,2024,Germany,1460365
FIFA 24 Championship 640,FIFA 24,Sports,Activision,Bi-Annual,1586709,2025,Germany,1586709
FIFA 24 Championship 640,FIFA 24,Sports,Activision,Bi-Annual,1208904,2023,Germany,1208904
FIFA 24 Championship 640,FIFA 24,Sports,Activision,Bi-Annual,953332,2024,Germany,953332
FIFA 24 Championship 640,FIFA 24,Sports,Activision,Bi-Annual,870955,2025,Germany,870955
Counter-Strike 2 Championship 641,Counter-Strike 2,FPS,Krafton,Annual,3626370,2023,Canada,3626370
Counter-Strike 2 Championship 641,Counter-Strike 2,FPS,Krafton,Annual,3649426,2024,Canada,3649426
Counter-Strike 2 Championship 641,Counter-Strike 2,FPS,Krafton,Annual,4014924,2025,Canada,4014924
Counter-Strike 2 Championship 641,Counter-Strike 2,FPS,Krafton,Annual,3842028,2023,Canada,3842028
Counter-Strike 2 Championship 641,Counter-Strike 2,FPS,Krafton,Annual,3646700,2024,Canada,3646700
Counter-Strike 2 Championship 641,Counter-Strike 2,FPS,Krafton,Annual,3768600,2025,Canada,3768600
Counter-Strike 2 Championship 641,Counter-Strike 2,FPS,Krafton,Annual,3184577,2023,Canada,3184577
Counter-Strike 2 Championship 641,Counter-Strike 2,FPS,Krafton,Annual,2934969,2024,Canada,2934969
Counter-Strike 2 Championship 641,Counter-Strike 2,FPS,Krafton,Annual,2370406,2025,Canada,2370406
Rocket League Championship 642,Rocket League,Sports,Epic Games,Quarterly,4325519,2023,Canada,4325519
Rocket League Championship 642,Rocket League,Sports,Epic Games,Quarterly,4924241,2024,Canada,4924241
Rocket League Championship 642,Rocket League,Sports,Epic Games,Quarterly,5719560,2025,Canada,5719560
Rocket League Championship 642,Rocket League,Sports,Epic Games,Quarterly,5136613,2023,Canada,5136613
Rocket League Championship 642,Rocket League,Sports,Epic Games,Quarterly,4568402,2024,Canada,4568402
Rocket League Championship 642,Rocket League,Sports,Epic Games,Quarterly,4820814,2025,Canada,4820814
Rocket League Championship 642,Rocket League,Sports,Epic Games,Quarterly,6023424,2023,Canada,6023424
Rocket League Championship 642,Rocket League,Sports,Epic Games,Quarterly,7459768,2024,Canada,7459768
Rocket League Championship 642,Rocket League,Sports,Epic Games,Quarterly,8405242,2025,Canada,8405242
PUBG Mobile Championship 643,PUBG Mobile,Battle Royale,Krafton,Quarterly,819235,2023,China,819235
PUBG Mobile Championship 643,PUBG Mobile,Battle Royale,Krafton,Quarterly,927489,2024,China,927489
PUBG Mobile Championship 643,PUBG Mobile,Battle Royale,Krafton,Quarterly,1042519,2025,China,1042519
PUBG Mobile Championship 643,PUBG Mobile,Battle Royale,Krafton,Quarterly,619055,2023,China,619055
PUBG Mobile Championship 643,PUBG Mobile,Battle Royale,Krafton,Quarterly,578365,2024,China,578365
PUBG Mobile Championship 643,PUBG Mobile,Battle Royale,Krafton,Quarterly,486293,2025,China,486293
PUBG Mobile Championship 643,PUBG Mobile,Battle Royale,Krafton,Quarterly,704965,2023,China,704965
PUBG Mobile Championship 643,PUBG Mobile,Battle Royale,Krafton,Quarterly,650435,2024,China,650435
PUBG Mobile Championship 643,PUBG Mobile,Battle Royale,Krafton,Quarterly,547595,2025,China,547595
Fortnite Championship 644,Fortnite,Battle Royale,Ubisoft,Quarterly,3593558,2023,India,3593558
Fortnite Championship 644,Fortnite,Battle Royale,Ubisoft,Quarterly,3408073,2024,India,3408073
Fortnite Championship 644,Fortnite,Battle Royale,Ubisoft,Quarterly,3071501,2025,India,3071501
Fortnite Championship 644,Fortnite,Battle Royale,Ubisoft,Quarterly,4784808,2023,India,4784808
Fortnite Championship 644,Fortnite,Battle Royale,Ubisoft,Quarterly,4544553,2024,India,4544553
Fortnite Championship 644,Fortnite,Battle Royale,Ubisoft,Quarterly,5170761,2025,India,5170761
Fortnite Championship 644,Fortnite,Battle Royale,Ubisoft,Quarterly,3463515,2023,India,3463515
Fortnite Championship 644,Fortnite,Battle Royale,Ubisoft,Quarterly,3117376,2024,India,3117376
Fortnite Championship 644,Fortnite,Battle Royale,Ubisoft,Quarterly,2757668,2025,India,2757668
PUBG Mobile Championship 645,PUBG Mobile,Battle Royale,Ubisoft,Quarterly,70800,2023,Saudi Arabia,70800
PUBG Mobile Championship 645,PUBG Mobile,Battle Royale,Ubisoft,Quarterly,63665,2024,Saudi Arabia,63665
PUBG Mobile Championship 645,PUBG Mobile,Battle Royale,Ubisoft,Quarterly,59881,2025,Saudi Arabia,59881
PUBG Mobile Championship 645,PUBG Mobile,Battle Royale,Ubisoft,Quarterly,98246,2023,Saudi Arabia,98246
PUBG Mobile Championship 645,PUBG Mobile,Battle Royale,Ubisoft,Quarterly,107432,2024,Saudi Arabia,107432
PUBG Mobile Championship 645,PUBG Mobile,Battle Royale,Ubisoft,Quarterly,116452,2025,Saudi Arabia,116452
PUBG Mobile Championship 645,PUBG Mobile,Battle Royale,Ubisoft,Quarterly,70603,2023,Saudi Arabia,70603
PUBG Mobile Championship 645,PUBG Mobile,Battle Royale,Ubisoft,Quarterly,60840,2024,Saudi Arabia,60840
PUBG Mobile Championship 645,PUBG Mobile,Battle Royale,Ubisoft,Quarterly,53451,2025,Saudi Arabia,53451
Counter-Strike 2 Championship 646,Counter-Strike 2,FPS,Capcom,Annual,571085,2023,South Korea,571085
Counter-Strike 2 Championship 646,Counter-Strike 2,FPS,Capcom,Annual,496796,2024,South Korea,496796
Counter-Strike 2 Championship 646,Counter-Strike 2,FPS,Capcom,Annual,500625,2025,South Korea,500625
Counter-Strike 2 Championship 646,Counter-Strike 2,FPS,Capcom,Annual,700300,2023,South Korea,700300
Counter-Strike 2 Championship 646,Counter-Strike 2,FPS,Capcom,Annual,842964,2024,South Korea,842964
Counter-Strike 2 Championship 646,Counter-Strike 2,FPS,Capcom,Annual,991084,2025,South Korea,991084
Counter-Strike 2 Championship 646,Counter-Strike 2,FPS,Capcom,Annual,664637,2023,South Korea,664637
Counter-Strike 2 Championship 646,Counter-Strike 2,FPS,Capcom,Annual,776781,2024,South Korea,776781
Counter-Strike 2 Championship 646,Counter-Strike 2,FPS,Capcom,Annual,945343,2025,South Korea,945343
Fortnite Championship 647,Fortnite,Battle Royale,Ubisoft,Quarterly,2220090,2023,India,2220090
Fortnite Championship 647,Fortnite,Battle Royale,Ubisoft,Quarterly,2111150,2024,India,2111150
Fortnite Championship 647,Fortnite,Battle Royale,Ubisoft,Quarterly,2171235,2025,India,2171235
Fortnite Championship 647,Fortnite,Battle Royale,Ubisoft,Quarterly,1944443,2023,India,1944443
Fortnite Championship 647,Fortnite,Battle Royale,Ubisoft,Quarterly,1552569,2024,India,1552569
Fortnite Championship 647,Fortnite,Battle Royale,Ubisoft,Quarterly,1347690,2025,India,1347690
Fortnite Championship 647,Fortnite,Battle Royale,Ubisoft,Quarterly,2673120,2023,India,2673120
Fortnite Championship 647,Fortnite,Battle Royale,Ubisoft,Quarterly,3125480,2024,India,3125480
Fortnite Championship 647,Fortnite,Battle Royale,Ubisoft,Quarterly,3185872,2025,India,3185872
Counter-Strike 2 Championship 648,Counter-Strike 2,FPS,Krafton,Annual,3957551,2023,France,3957551
Counter-Strike 2 Championship 648,Counter-Strike 2,FPS,Krafton,Annual,3656682,2024,France,3656682
Counter-Strike 2 Championship 648,Counter-Strike 2,FPS,Krafton,Annual,3405803,2025,France,3405803
Counter-Strike 2 Championship 648,Counter-Strike 2,FPS,Krafton,Annual,4249697,2023,France,4249697
Counter-Strike 2 Championship 648,Counter-Strike 2,FPS,Krafton,Annual,3919032,2024,France,3919032
Counter-Strike 2 Championship 648,Counter-Strike 2,FPS,Krafton,Annual,3624916,2025,France,3624916
Counter-Strike 2 Championship 648,Counter-Strike 2,FPS,Krafton,Annual,4648573,2023,France,4648573
Counter-Strike 2 Championship 648,Counter-Strike 2,FPS,Krafton,Annual,5138944,2024,France,5138944
Counter-Strike 2 Championship 648,Counter-Strike 2,FPS,Krafton,Annual,4291474,2025,France,4291474
Counter-Strike 2 Championship 649,Counter-Strike 2,FPS,Activision,Annual,3319159,2023,United States,3319159
Counter-Strike 2 Championship 649,Counter-Strike 2,FPS,Activision,Annual,3583783,2024,United States,3583783
Counter-Strike 2 Championship 649,Counter-Strike 2,FPS,Activision,Annual,3503379,2025,United States,3503379
Counter-Strike 2 Championship 649,Counter-Strike 2,FPS,Activision,Annual,2815754,2023,United States,2815754
Counter-Strike 2 Championship 649,Counter-Strike 2,FPS,Activision,Annual,2572159,2024,United States,2572159
Counter-Strike 2 Championship 649,Counter-Strike 2,FPS,Activision,Annual,2394801,2025,United States,2394801
Counter-Strike 2 Championship 649,Counter-Strike 2,FPS,Activision,Annual,2931846,2023,United States,2931846
Counter-Strike 2 Championship 649,Counter-Strike 2,FPS,Activision,Annual,2422428,2024,United States,2422428
Counter-Strike 2 Championship 649,Counter-Strike 2,FPS,Activision,Annual,1948916,2025,United States,1948916
Rocket League Championship 650,Rocket League,Sports,Epic Games,Bi-Annual,5689602,2023,South Korea,5689602
Rocket League Championship 650,Rocket League,Sports,Epic Games,Bi-Annual,7145754,2024,South Korea,7145754
Rocket League Championship 650,Rocket League,Sports,Epic Games,Bi-Annual,8825769,2025,South Korea,8825769
Rocket League Championship 650,Rocket League,Sports,Epic Games,Bi-Annual,4452982,2023,South Korea,4452982
Rocket League Championship 650,Rocket League,Sports,Epic Games,Bi-Annual,3852116,2024,South Korea,3852116
Rocket League Championship 650,Rocket League,Sports,Epic Games,Bi-Annual,3467432,2025,South Korea,3467432
Rocket League Championship 650,Rocket League,Sports,Epic Games,Bi-Annual,6157587,2023,South Korea,6157587
Rocket League Championship 650,Rocket League,Sports,Epic Games,Bi-Annual,7061564,2024,South Korea,7061564
Rocket League Championship 650,Rocket League,Sports,Epic Games,Bi-Annual,7839415,2025,South Korea,7839415
Fortnite Championship 651,Fortnite,Battle Royale,Tencent,Annual,735588,2023,China,735588
Fortnite Championship 651,Fortnite,Battle Royale,Tencent,Annual,865196,2024,China,865196
Fortnite Championship 651,Fortnite,Battle Royale,Tencent,Annual,1005631,2025,China,1005631
Fortnite Championship 651,Fortnite,Battle Royale,Tencent,Annual,794945,2023,China,794945
Fortnite Championship 651,Fortnite,Battle Royale,Tencent,Annual,813373,2024,China,813373
Fortnite Championship 651,Fortnite,Battle Royale,Tencent,Annual,786490,2025,China,786490
Fortnite Championship 651,Fortnite,Battle Royale,Tencent,Annual,609887,2023,China,609887
Fortnite Championship 651,Fortnite,Battle Royale,Tencent,Annual,692362,2024,China,692362
Fortnite Championship 651,Fortnite,Battle Royale,Tencent,Annual,825180,2025,China,825180
PUBG Mobile Championship 652,PUBG Mobile,Battle Royale,Krafton,Annual,3325999,2023,India,3325999
PUBG Mobile Championship 652,PUBG Mobile,Battle Royale,Krafton,Annual,2949688,2024,India,2949688
PUBG Mobile Championship 652,PUBG Mobile,Battle Royale,Krafton,Annual,2537867,2025,India,2537867
PUBG Mobile Championship 652,PUBG Mobile,Battle Royale,Krafton,Annual,3469797,2023,India,3469797
PUBG Mobile Championship 652,PUBG Mobile,Battle Royale,Krafton,Annual,2933659,2024,India,2933659
PUBG Mobile Championship 652,PUBG Mobile,Battle Royale,Krafton,Annual,2790604,2025,India,2790604
PUBG Mobile Championship 652,PUBG Mobile,Battle Royale,Krafton,Annual,4485185,2023,India,4485185
PUBG Mobile Championship 652,PUBG Mobile,Battle Royale,Krafton,Annual,5176092,2024,India,5176092
PUBG Mobile Championship 652,PUBG Mobile,Battle Royale,Krafton,Annual,5757004,2025,India,5757004
Dota 2 Championship 653,Dota 2,MOBA,Valve,Bi-Annual,371928,2023,Japan,371928
Dota 2 Championship 653,Dota 2,MOBA,Valve,Bi-Annual,356533,2024,Japan,356533
Dota 2 Championship 653,Dota 2,MOBA,Valve,Bi-Annual,314610,2025,Japan,314610
Dota 2 Championship 653,Dota 2,MOBA,Valve,Bi-Annual,433142,2023,Japan,433142
Dota 2 Championship 653,Dota 2,MOBA,Valve,Bi-Annual,393032,2024,Japan,393032
Dota 2 Championship 653,Dota 2,MOBA,Valve,Bi-Annual,428056,2025,Japan,428056
Dota 2 Championship 653,Dota 2,MOBA,Valve,Bi-Annual,338759,2023,Japan,338759
Dota 2 Championship 653,Dota 2,MOBA,Valve,Bi-Annual,309787,2024,Japan,309787
Dota 2 Championship 653,Dota 2,MOBA,Valve,Bi-Annual,260072,2025,Japan,260072
League of Legends Championship 654,League of Legends,MOBA,Valve,Bi-Annual,69649,2023,Germany,69649
League of Legends Championship 654,League of Legends,MOBA,Valve,Bi-Annual,62606,2024,Germany,62606
League of Legends Championship 654,League of Legends,MOBA,Valve,Bi-Annual,64191,2025,Germany,64191
League of Legends Championship 654,League of Legends,MOBA,Valve,Bi-Annual,65917,2023,Germany,65917
League of Legends Championship 654,League of Legends,MOBA,Valve,Bi-Annual,62029,2024,Germany,62029
League of Legends Championship 654,League of Legends,MOBA,Valve,Bi-Annual,51302,2025,Germany,51302
League of Legends Championship 654,League of Legends,MOBA,Valve,Bi-Annual,68555,2023,Germany,68555
League of Legends Championship 654,League of Legends,MOBA,Valve,Bi-Annual,75001,2024,Germany,75001
League of Legends Championship 654,League of Legends,MOBA,Valve,Bi-Annual,85551,2025,Germany,85551
Tekken 8 Championship 655,Tekken 8,Fighting,Krafton,Bi-Annual,2927763,2023,United States,2927763
Tekken 8 Championship 655,Tekken 8,Fighting,Krafton,Bi-Annual,3446630,2024,United States,3446630
Tekken 8 Championship 655,Tekken 8,Fighting,Krafton,Bi-Annual,3969988,2025,United States,3969988
Tekken 8 Championship 655,Tekken 8,Fighting,Krafton,Bi-Annual,2874920,2023,United States,2874920
Tekken 8 Championship 655,Tekken 8,Fighting,Krafton,Bi-Annual,3087522,2024,United States,3087522
