Tournament Name,Year,Game,Genre,Organizer,Frequency,Country,Prize Pool (USD),Prize Pool (USD)_Adjusted
Street Fighter Championship 473,2023,Street Fighter,Fighting,Krafton,Bi-Annual,South Korea,1677038.0,1677038.0
Street Fighter Championship 473,2024,Street Fighter,Fighting,Krafton,Bi-Annual,South Korea,2106864.0,2106864.0
Street Fighter Championship 473,2025,Street Fighter,Fighting,Krafton,Bi-Annual,South Korea,2182777.0,2182777.0
Street Fighter Championship 491,2023,Street Fighter,Fighting,Tencent,Annual,France,4495231.0,4495231.0
Street Fighter Championship 491,2024,Street Fighter,Fighting,Tencent,Annual,France,5042046.0,5042046.0
Street Fighter Championship 491,2025,Street Fighter,Fighting,Tencent,Annual,France,6429767.0,6429767.0
Street Fighter Championship 512,2023,Street Fighter,Fighting,Epic Games,Quarterly,United States,1896049.0,1896049.0
Street Fighter Championship 512,2024,Street Fighter,Fighting,Epic Games,Quarterly,United States,2093969.0,2093969.0
Street Fighter Championship 512,2025,Street Fighter,Fighting,Epic Games,Quarterly,United States,2296051.0,2296051.0
Street Fighter Championship 516,2023,Street Fighter,Fighting,Valve,Annual,Brazil,1028598.0,1028598.0
Street Fighter Championship 516,2024,Street Fighter,Fighting,Valve,Annual,Brazil,963457.0,963457.0
Street Fighter Championship 516,2025,Street Fighter,Fighting,Valve,Annual,Brazil,914178.0,914178.0
Street Fighter Championship 526,2023,Street Fighter,Fighting,Activision,Quarterly,Saudi Arabia,886266.0,886266.0
Street Fighter Championship 526,2024,Street Fighter,Fighting,Activision,Quarterly,Saudi Arabia,967716.0,967716.0
Street Fighter Championship 526,2025,Street Fighter,Fighting,Activision,Quarterly,Saudi Arabia,1103182.0,1103182.0
Street Fighter Championship 547,2023,Street Fighter,Fighting,Activision,Annual,South Korea,3047950.0,3047950.0
Street Fighter Championship 547,2024,Street Fighter,Fighting,Activision,Annual,South Korea,3673453.0,3673453.0
Street Fighter Championship 547,2025,Street Fighter,Fighting,Activision,Annual,South Korea,3991543.0,3991543.0
Street Fighter Championship 565,2023,Street Fighter,Fighting,Riot Games,Annual,China,2792892.0,2792892.0
Street Fighter Championship 565,2024,Street Fighter,Fighting,Riot Games,Annual,United States,3237122.0,3237122.0
Street Fighter Championship 565,2025,Street Fighter,Fighting,Riot Games,Annual,Germany,3545848.0,3545848.0
Street Fighter Championship 568,2023,Street Fighter,Fighting,Epic Games,Bi-Annual,Brazil,352577.0,352577.0
Street Fighter Championship 568,2024,Street Fighter,Fighting,Epic Games,Bi-Annual,Brazil,395623.0,395623.0
Street Fighter Championship 568,2025,Street Fighter,Fighting,Epic Games,Bi-Annual,Brazil,517246.0,517246.0
Street Fighter Championship 577,2023,Street Fighter,Fighting,Valve,Bi-Annual,Japan,564371.0,564371.0
Street Fighter Championship 577,2024,Street Fighter,Fighting,Valve,Bi-Annual,Japan,687019.0,687019.0
Street Fighter Championship 577,2025,Street Fighter,Fighting,Valve,Bi-Annual,Japan,705381.0,705381.0
Street Fighter Championship 580,2023,Street Fighter,Fighting,Riot Games,Annual,Canada,2253614.0,2253614.0
Street Fighter Championship 580,2024,Street Fighter,Fighting,Riot Games,Annual,Canada,2288109.0,2288109.0
Street Fighter Championship 580,2025,Street Fighter,Fighting,Riot Games,Annual,Canada,2738326.0,2738326.0
Street Fighter Championship 591,2023,Street Fighter,Fighting,Epic Games,Quarterly,India,992668.0,992668.0
Street Fighter Championship 591,2024,Street Fighter,Fighting,Epic Games,Quarterly,India,1103888.0,1103888.0
Street Fighter Championship 591,2025,Street Fighter,Fighting,Epic Games,Quarterly,India,1130873.0,1130873.0
Street Fighter Championship 597,2023,Street Fighter,Fighting,Epic Games,Bi-Annual,China,2502627.0,2502627.0
Street Fighter Championship 597,2024,Street Fighter,Fighting,Epic Games,Bi-Annual,China,2701258.0,2701258.0
Street Fighter Championship 597,2025,Street Fighter,Fighting,Epic Games,Bi-Annual,China,2748996.0,2748996.0
Street Fighter Championship 607,2023,Street Fighter,Fighting,Krafton,Quarterly,Saudi Arabia,2971016.0,2971016.0
Street Fighter Championship 607,2024,Street Fighter,Fighting,Krafton,Quarterly,Saudi Arabia,3169737.0,3169737.0
Street Fighter Championship 607,2025,Street Fighter,Fighting,Krafton,Quarterly,Saudi Arabia,3771305.0,3771305.0
Street Fighter Championship 614,2023,Street Fighter,Fighting,Valve,Bi-Annual,United States,1722301.0,1722301.0
Street Fighter Championship 614,2024,Street Fighter,Fighting,Valve,Bi-Annual,United States,1811392.0,1811392.0
Street Fighter Championship 614,2025,Street Fighter,Fighting,Valve,Bi-Annual,United States,1785424.0,1785424.0
Street Fighter Championship 620,2023,Street Fighter,Fighting,Tencent,Annual,Japan,2455129.0,2455129.0
Street Fighter Championship 620,2024,Street Fighter,Fighting,Tencent,Annual,Japan,2993778.0,2993778.0
Street Fighter Championship 620,2025,Street Fighter,Fighting,Tencent,Annual,Japan,3409628.0,3409628.0
Street Fighter Championship 661,2023,Street Fighter,Fighting,Activision,Annual,Canada,579752.0,579752.0
Street Fighter Championship 661,2024,Street Fighter,Fighting,Activision,Annual,Canada,649662.0,649662.0
Street Fighter Championship 661,2025,Street Fighter,Fighting,Activision,Annual,Canada,803409.0,803409.0
Street Fighter Championship 667,2023,Street Fighter,Fighting,Tencent,Annual,India,1119698.0,1119698.0
Street Fighter Championship 667,2024,Street Fighter,Fighting,Tencent,Annual,India,1371808.0,1371808.0
Street Fighter Championship 667,2025,Street Fighter,Fighting,Tencent,Annual,India,1534312.0,1534312.0
Street Fighter Championship 685,2023,Street Fighter,Fighting,Krafton,Quarterly,Germany,5837101.0,5837101.0
Street Fighter Championship 685,2024,Street Fighter,Fighting,Krafton,Quarterly,Germany,7381214.0,7381214.0
Street Fighter Championship 685,2025,Street Fighter,Fighting,Krafton,Quarterly,Germany,8192262.0,8192262.0
Street Fighter Championship 687,2023,Street Fighter,Fighting,EA Sports,Quarterly,Canada,620343.0,620343.0
Street Fighter Championship 687,2024,Street Fighter,Fighting,EA Sports,Quarterly,Canada,718076.0,718076.0
Street Fighter Championship 687,2025,Street Fighter,Fighting,EA Sports,Quarterly,Canada,744958.0,744958.0
Street Fighter Championship 689,2023,Street Fighter,Fighting,EA Sports,Quarterly,Canada,3671946.0,3671946.0
Street Fighter Championship 689,2024,Street Fighter,Fighting,EA Sports,Quarterly,Canada,3881862.0,3881862.0
Street Fighter Championship 689,2025,Street Fighter,Fighting,EA Sports,Quarterly,Canada,4236876.0,4236876.0
Street Fighter Championship 697,2023,Street Fighter,Fighting,Psyonix,Bi-Annual,United States,1161259.0,1161259.0
Street Fighter Championship 697,2024,Street Fighter,Fighting,Psyonix,Bi-Annual,United States,1513174.0,1513174.0
Street Fighter Championship 697,2025,Street Fighter,Fighting,Psyonix,Bi-Annual,United States,1664311.0,1664311.0
TFT World Championship,2023,Teamfight Tactics,Auto Battler,Riot Games,Annual,Sweden,384271.0,384271.0
TFT World Championship,2024,Teamfight Tactics,Auto Battler,Riot Games,Annual,Japan,403128.0,403128.0
TFT World Championship,2025,Teamfight Tactics,Auto Battler,Riot Games,Annual,China,439687.0,439687.0
Tekken 8 Championship 130,2023,Tekken 8,Fighting,Epic Games,Bi-Annual,Japan,3821951.0,3821951.0
Tekken 8 Championship 130,2024,Tekken 8,Fighting,Epic Games,Bi-Annual,Japan,3912714.0,3912714.0
Tekken 8 Championship 130,2025,Tekken 8,Fighting,Epic Games,Bi-Annual,Japan,4054116.0,4054116.0
Tekken 8 Championship 147,2023,Tekken 8,Fighting,Ubisoft,Bi-Annual,India,2092206.0,2092206.0
Tekken 8 Championship 147,2024,Tekken 8,Fighting,Ubisoft,Bi-Annual,India,2502503.0,2502503.0
Tekken 8 Championship 147,2025,Tekken 8,Fighting,Ubisoft,Bi-Annual,India,2708347.0,2708347.0
Tekken 8 Championship 152,2023,Tekken 8,Fighting,EA Sports,Quarterly,Germany,1247798.0,1247798.0
Tekken 8 Championship 152,2024,Tekken 8,Fighting,EA Sports,Quarterly,Germany,1497916.0,1497916.0
Tekken 8 Championship 152,2025,Tekken 8,Fighting,EA Sports,Quarterly,Germany,1591823.0,1591823.0
Tekken 8 Championship 156,2023,Tekken 8,Fighting,EA Sports,Quarterly,Brazil,2871653.0,2871653.0
Tekken 8 Championship 156,2024,Tekken 8,Fighting,EA Sports,Quarterly,Brazil,3350628.0,3350628.0
Tekken 8 Championship 156,2025,Tekken 8,Fighting,EA Sports,Quarterly,Brazil,3562039.0,3562039.0
Tekken 8 Championship 164,2023,Tekken 8,Fighting,Ubisoft,Annual,China,2926658.0,2926658.0
Tekken 8 Championship 164,2024,Tekken 8,Fighting,Ubisoft,Annual,China,3570737.0,3570737.0
Tekken 8 Championship 164,2025,Tekken 8,Fighting,Ubisoft,Annual,China,3727703.0,3727703.0
Tekken 8 Championship 183,2023,Tekken 8,Fighting,Capcom,Quarterly,Sweden,3464134.0,3464134.0
Tekken 8 Championship 183,2024,Tekken 8,Fighting,Capcom,Quarterly,France,4084687.0,4084687.0
Tekken 8 Championship 183,2025,Tekken 8,Fighting,Capcom,Quarterly,Germany,4657493.0,4657493.0
Tekken 8 Championship 190,2023,Tekken 8,Fighting,Riot Games,Annual,Brazil,4624338.0,4624338.0
Tekken 8 Championship 190,2024,Tekken 8,Fighting,Riot Games,Annual,Brazil,5468753.0,5468753.0
Tekken 8 Championship 190,2025,Tekken 8,Fighting,Riot Games,Annual,Brazil,6545205.0,6545205.0
Tekken 8 Championship 192,2023,Tekken 8,Fighting,Epic Games,Bi-Annual,France,4291691.0,4291691.0
Tekken 8 Championship 192,2024,Tekken 8,Fighting,Epic Games,Bi-Annual,Japan,4733534.0,4733534.0
Tekken 8 Championship 192,2025,Tekken 8,Fighting,Epic Games,Bi-Annual,United States,5369917.0,5369917.0
Tekken 8 Championship 213,2023,Tekken 8,Fighting,Capcom,Quarterly,Japan,904198.0,904198.0
Tekken 8 Championship 213,2024,Tekken 8,Fighting,Capcom,Quarterly,Japan,1038551.0,1038551.0
Tekken 8 Championship 213,2025,Tekken 8,Fighting,Capcom,Quarterly,Japan,1205132.0,1205132.0
Tekken 8 Championship 239,2023,Tekken 8,Fighting,Psyonix,Bi-Annual,Brazil,703008.0,703008.0
Tekken 8 Championship 239,2024,Tekken 8,Fighting,Psyonix,Bi-Annual,Brazil,847149.0,847149.0
Tekken 8 Championship 239,2025,Tekken 8,Fighting,Psyonix,Bi-Annual,Brazil,978303.0,978303.0
Tekken 8 Championship 250,2023,Tekken 8,Fighting,Capcom,Annual,Saudi Arabia,4774650.0,4774650.0
Tekken 8 Championship 250,2024,Tekken 8,Fighting,Capcom,Annual,Saudi Arabia,6046367.0,6046367.0
Tekken 8 Championship 250,2025,Tekken 8,Fighting,Capcom,Annual,Saudi Arabia,7084424.0,7084424.0
Tekken 8 Championship 256,2023,Tekken 8,Fighting,Riot Games,Quarterly,South Korea,3629794.0,3629794.0
Tekken 8 Championship 256,2024,Tekken 8,Fighting,Riot Games,Quarterly,South Korea,3936670.0,3936670.0
Tekken 8 Championship 256,2025,Tekken 8,Fighting,Riot Games,Quarterly,South Korea,4392891.0,4392891.0
Tekken 8 Championship 269,2023,Tekken 8,Fighting,Epic Games,Bi-Annual,China,792220.0,792220.0
Tekken 8 Championship 269,2024,Tekken 8,Fighting,Epic Games,Bi-Annual,China,941355.0,941355.0
Tekken 8 Championship 269,2025,Tekken 8,Fighting,Epic Games,Bi-Annual,China,1109082.0,1109082.0
Tekken 8 Championship 278,2023,Tekken 8,Fighting,Valve,Quarterly,Germany,2277078.0,2277078.0
Tekken 8 Championship 278,2024,Tekken 8,Fighting,Valve,Quarterly,Japan,2531608.0,2531608.0
Tekken 8 Championship 278,2025,Tekken 8,Fighting,Valve,Quarterly,United States,2748960.0,2748960.0
Tekken 8 Championship 304,2023,Tekken 8,Fighting,Psyonix,Quarterly,South Korea,4903753.0,4903753.0
Tekken 8 Championship 304,2024,Tekken 8,Fighting,Psyonix,Quarterly,South Korea,5152079.0,5152079.0
Tekken 8 Championship 304,2025,Tekken 8,Fighting,Psyonix,Quarterly,South Korea,5414421.0,5414421.0
Tekken 8 Championship 334,2023,Tekken 8,Fighting,Valve,Quarterly,Canada,2121304.0,2121304.0
Tekken 8 Championship 334,2024,Tekken 8,Fighting,Valve,Quarterly,Canada,2436095.0,2436095.0
Tekken 8 Championship 334,2025,Tekken 8,Fighting,Valve,Quarterly,Canada,2830858.0,2830858.0
Tekken 8 Championship 346,2023,Tekken 8,Fighting,Psyonix,Bi-Annual,China,5755150.0,5755150.0
Tekken 8 Championship 346,2024,Tekken 8,Fighting,Psyonix,Bi-Annual,China,7291367.0,7291367.0
Tekken 8 Championship 346,2025,Tekken 8,Fighting,Psyonix,Bi-Annual,China,8297219.0,8297219.0
Tekken 8 Championship 366,2023,Tekken 8,Fighting,Riot Games,Annual,India,1173869.0,1173869.0
Tekken 8 Championship 366,2024,Tekken 8,Fighting,Riot Games,Annual,India,1538434.0,1538434.0
Tekken 8 Championship 366,2025,Tekken 8,Fighting,Riot Games,Annual,India,1777194.0,1777194.0
Tekken 8 Championship 371,2023,Tekken 8,Fighting,Epic Games,Quarterly,India,2622250.0,2622250.0
Tekken 8 Championship 371,2024,Tekken 8,Fighting,Epic Games,Quarterly,India,2660799.0,2660799.0
Tekken 8 Championship 371,2025,Tekken 8,Fighting,Epic Games,Quarterly,India,3148235.0,3148235.0
Tekken 8 Championship 373,2023,Tekken 8,Fighting,Activision,Annual,South Korea,2583142.0,2583142.0
Tekken 8 Championship 373,2024,Tekken 8,Fighting,Activision,Annual,South Korea,2669431.0,2669431.0
Tekken 8 Championship 373,2025,Tekken 8,Fighting,Activision,Annual,South Korea,2873178.0,2873178.0
Tekken 8 Championship 385,2023,Tekken 8,Fighting,Riot Games,Bi-Annual,Brazil,4719415.0,4719415.0
Tekken 8 Championship 385,2024,Tekken 8,Fighting,Riot Games,Bi-Annual,Brazil,5501271.0,5501271.0
Tekken 8 Championship 385,2025,Tekken 8,Fighting,Riot Games,Bi-Annual,Brazil,6600567.0,6600567.0
Tekken 8 Championship 400,2023,Tekken 8,Fighting,Psyonix,Annual,India,3208946.0,3208946.0
Tekken 8 Championship 400,2024,Tekken 8,Fighting,Psyonix,Annual,India,3674388.0,3674388.0
Tekken 8 Championship 400,2025,Tekken 8,Fighting,Psyonix,Annual,India,3682750.0,3682750.0
Tekken 8 Championship 425,2023,Tekken 8,Fighting,Psyonix,Bi-Annual,India,2811242.0,2811242.0
Tekken 8 Championship 425,2024,Tekken 8,Fighting,Psyonix,Bi-Annual,India,2821927.0,2821927.0
Tekken 8 Championship 425,2025,Tekken 8,Fighting,Psyonix,Bi-Annual,India,3345426.0,3345426.0
Tekken 8 Championship 426,2023,Tekken 8,Fighting,Tencent,Quarterly,France,4769375.0,4769375.0
Tekken 8 Championship 426,2024,Tekken 8,Fighting,Tencent,Quarterly,France,6148138.0,6148138.0
Tekken 8 Championship 426,2025,Tekken 8,Fighting,Tencent,Quarterly,France,6164127.0,6164127.0
Tekken 8 Championship 437,2023,Tekken 8,Fighting,Psyonix,Bi-Annual,Canada,4762920.0,4762920.0
Tekken 8 Championship 437,2024,Tekken 8,Fighting,Psyonix,Bi-Annual,Canada,4888722.0,4888722.0
Tekken 8 Championship 437,2025,Tekken 8,Fighting,Psyonix,Bi-Annual,Canada,6060044.0,6060044.0
Tekken 8 Championship 448,2023,Tekken 8,Fighting,Valve,Annual,Saudi Arabia,5264785.0,5264785.0
Tekken 8 Championship 448,2024,Tekken 8,Fighting,Valve,Annual,Saudi Arabia,5810840.0,5810840.0
Tekken 8 Championship 448,2025,Tekken 8,Fighting,Valve,Annual,Saudi Arabia,6219394.0,6219394.0
Tekken 8 Championship 457,2023,Tekken 8,Fighting,Krafton,Bi-Annual,Germany,831597.0,831597.0
Tekken 8 Championship 457,2024,Tekken 8,Fighting,Krafton,Bi-Annual,Germany,776974.0,776974.0
Tekken 8 Championship 457,2025,Tekken 8,Fighting,Krafton,Bi-Annual,Germany,828442.0,828442.0
Tekken 8 Championship 460,2023,Tekken 8,Fighting,Krafton,Annual,France,2722328.0,2722328.0
Tekken 8 Championship 460,2024,Tekken 8,Fighting,Krafton,Annual,France,2884969.0,2884969.0
Tekken 8 Championship 460,2025,Tekken 8,Fighting,Krafton,Annual,France,3021845.0,3021845.0
Tekken 8 Championship 477,2023,Tekken 8,Fighting,Ubisoft,Quarterly,Saudi Arabia,3068007.0,3068007.0
Tekken 8 Championship 477,2024,Tekken 8,Fighting,Ubisoft,Quarterly,Saudi Arabia,3981030.0,3981030.0
Tekken 8 Championship 477,2025,Tekken 8,Fighting,Ubisoft,Quarterly,Saudi Arabia,4893914.0,4893914.0
Tekken 8 Championship 483,2023,Tekken 8,Fighting,Epic Games,Bi-Annual,United States,85423.0,85423.0
Tekken 8 Championship 483,2024,Tekken 8,Fighting,Epic Games,Bi-Annual,Canada,81683.0,81683.0
Tekken 8 Championship 483,2025,Tekken 8,Fighting,Epic Games,Bi-Annual,Brazil,81750.0,81750.0
Tekken 8 Championship 502,2023,Tekken 8,Fighting,Riot Games,Bi-Annual,United States,3810091.0,3810091.0
Tekken 8 Championship 502,2024,Tekken 8,Fighting,Riot Games,Bi-Annual,United States,4503937.0,4503937.0
Tekken 8 Championship 502,2025,Tekken 8,Fighting,Riot Games,Bi-Annual,United States,5085826.0,5085826.0
Tekken 8 Championship 504,2023,Tekken 8,Fighting,Valve,Quarterly,Japan,3397353.0,3397353.0
Tekken 8 Championship 504,2024,Tekken 8,Fighting,Valve,Quarterly,Japan,3599087.0,3599087.0
Tekken 8 Championship 504,2025,Tekken 8,Fighting,Valve,Quarterly,Japan,4210255.0,4210255.0
Tekken 8 Championship 511,2023,Tekken 8,Fighting,Valve,Quarterly,Canada,2793017.0,2793017.0
Tekken 8 Championship 511,2024,Tekken 8,Fighting,Valve,Quarterly,Brazil,3156878.0,3156878.0
Tekken 8 Championship 511,2025,Tekken 8,Fighting,Valve,Quarterly,Brazil,3862847.0,3862847.0
Tekken 8 Championship 527,2023,Tekken 8,Fighting,Capcom,Quarterly,South Korea,957583.0,957583.0
Tekken 8 Championship 527,2024,Tekken 8,Fighting,Capcom,Quarterly,South Korea,899116.0,899116.0
Tekken 8 Championship 527,2025,Tekken 8,Fighting,Capcom,Quarterly,South Korea,804560.0,804560.0
Tekken 8 Championship 539,2023,Tekken 8,Fighting,Epic Games,Quarterly,France,4394845.0,4394845.0
Tekken 8 Championship 539,2024,Tekken 8,Fighting,Epic Games,Quarterly,France,5208892.0,5208892.0
Tekken 8 Championship 539,2025,Tekken 8,Fighting,Epic Games,Quarterly,France,4319014.0,4319014.0
Tekken 8 Championship 544,2023,Tekken 8,Fighting,Valve,Quarterly,Saudi Arabia,1652599.0,1652599.0
Tekken 8 Championship 544,2024,Tekken 8,Fighting,Valve,Quarterly,Saudi Arabia,1498012.0,1498012.0
Tekken 8 Championship 544,2025,Tekken 8,Fighting,Valve,Quarterly,Saudi Arabia,1747534.0,1747534.0
Tekken 8 Championship 556,2023,Tekken 8,Fighting,Tencent,Annual,China,4736259.0,4736259.0
Tekken 8 Championship 556,2024,Tekken 8,Fighting,Tencent,Annual,China,5091110.0,5091110.0
Tekken 8 Championship 556,2025,Tekken 8,Fighting,Tencent,Annual,China,5828343.0,5828343.0
Tekken 8 Championship 558,2023,Tekken 8,Fighting,Capcom,Annual,Canada,4764544.0,4764544.0
Tekken 8 Championship 558,2024,Tekken 8,Fighting,Capcom,Annual,Brazil,6011872.0,6011872.0
Tekken 8 Championship 558,2025,Tekken 8,Fighting,Capcom,Annual,China,6592525.0,6592525.0
Tekken 8 Championship 571,2023,Tekken 8,Fighting,EA Sports,Quarterly,Germany,330906.0,330906.0
Tekken 8 Championship 571,2024,Tekken 8,Fighting,EA Sports,Quarterly,China,391933.0,391933.0
Tekken 8 Championship 571,2025,Tekken 8,Fighting,EA Sports,Quarterly,China,420887.0,420887.0
Tekken 8 Championship 578,2023,Tekken 8,Fighting,Ubisoft,Bi-Annual,China,2753463.0,2753463.0
Tekken 8 Championship 578,2024,Tekken 8,Fighting,Ubisoft,Bi-Annual,China,3425362.0,3425362.0
Tekken 8 Championship 578,2025,Tekken 8,Fighting,Ubisoft,Bi-Annual,China,4231432.0,4231432.0
Tekken 8 Championship 581,2023,Tekken 8,Fighting,Riot Games,Annual,France,3915183.0,3915183.0
Tekken 8 Championship 581,2024,Tekken 8,Fighting,Riot Games,Annual,France,4524475.0,4524475.0
Tekken 8 Championship 581,2025,Tekken 8,Fighting,Riot Games,Annual,France,4293722.0,4293722.0
Tekken 8 Championship 584,2023,Tekken 8,Fighting,Krafton,Quarterly,Saudi Arabia,1110481.0,1110481.0
Tekken 8 Championship 584,2024,Tekken 8,Fighting,Krafton,Quarterly,Saudi Arabia,1335005.0,1335005.0
Tekken 8 Championship 584,2025,Tekken 8,Fighting,Krafton,Quarterly,Saudi Arabia,1482076.0,1482076.0
Tekken 8 Championship 608,2023,Tekken 8,Fighting,Epic Games,Quarterly,France,3977761.0,3977761.0
Tekken 8 Championship 608,2024,Tekken 8,Fighting,Epic Games,Quarterly,France,3940664.0,3940664.0
Tekken 8 Championship 608,2025,Tekken 8,Fighting,Epic Games,Quarterly,France,4128731.0,4128731.0
Tekken 8 Championship 627,2023,Tekken 8,Fighting,Psyonix,Bi-Annual,Canada,4750068.0,4750068.0
Tekken 8 Championship 627,2024,Tekken 8,Fighting,Psyonix,Bi-Annual,Canada,5729021.0,5729021.0
Tekken 8 Championship 627,2025,Tekken 8,Fighting,Psyonix,Bi-Annual,Canada,6482802.0,6482802.0
Tekken 8 Championship 632,2023,Tekken 8,Fighting,Activision,Quarterly,Saudi Arabia,333500.0,333500.0
Tekken 8 Championship 632,2024,Tekken 8,Fighting,Activision,Quarterly,Saudi Arabia,365248.0,365248.0
Tekken 8 Championship 632,2025,Tekken 8,Fighting,Activision,Quarterly,Saudi Arabia,444399.0,444399.0
Tekken 8 Championship 655,2023,Tekken 8,Fighting,Krafton,Bi-Annual,United States,2936847.0,2936847.0
Tekken 8 Championship 655,2024,Tekken 8,Fighting,Krafton,Bi-Annual,United States,3446630.0,3446630.0
Tekken 8 Championship 655,2025,Tekken 8,Fighting,Krafton,Bi-Annual,United States,3969988.0,3969988.0
Tekken 8 Championship 662,2023,Tekken 8,Fighting,Epic Games,Bi-Annual,Japan,1957846.0,1957846.0
Tekken 8 Championship 662,2024,Tekken 8,Fighting,Epic Games,Bi-Annual,China,2167640.0,2167640.0
Tekken 8 Championship 662,2025,Tekken 8,Fighting,Epic Games,Bi-Annual,China,2205342.0,2205342.0
Tekken 8 Championship 668,2023,Tekken 8,Fighting,Tencent,Quarterly,China,1419689.0,1419689.0
Tekken 8 Championship 668,2024,Tekken 8,Fighting,Tencent,Quarterly,China,1571269.0,1571269.0
Tekken 8 Championship 668,2025,Tekken 8,Fighting,Tencent,Quarterly,China,1550453.0,1550453.0
Tekken 8 Championship 672,2023,Tekken 8,Fighting,Krafton,Annual,Canada,4019759.0,4019759.0
Tekken 8 Championship 672,2024,Tekken 8,Fighting,Krafton,Annual,Canada,3552002.0,3552002.0
Tekken 8 Championship 672,2025,Tekken 8,Fighting,Krafton,Annual,Canada,3009741.0,3009741.0
Tekken 8 Championship 679,2023,Tekken 8,Fighting,Psyonix,Quarterly,India,5908111.0,5908111.0
Tekken 8 Championship 679,2024,Tekken 8,Fighting,Psyonix,Quarterly,India,6750535.0,6750535.0
Tekken 8 Championship 679,2025,Tekken 8,Fighting,Psyonix,Quarterly,India,7622305.0,7622305.0
Tekken 8 Championship 688,2023,Tekken 8,Fighting,Ubisoft,Annual,United States,3231217.0,3231217.0
Tekken 8 Championship 688,2024,Tekken 8,Fighting,Ubisoft,Annual,United States,3362038.0,3362038.0
Tekken 8 Championship 688,2025,Tekken 8,Fighting,Ubisoft,Annual,United States,3496291.0,3496291.0
Tekken 8 Championship 690,2023,Tekken 8,Fighting,Epic Games,Quarterly,Brazil,3433251.0,3433251.0
Tekken 8 Championship 690,2024,Tekken 8,Fighting,Epic Games,Quarterly,Brazil,4103416.0,4103416.0
Tekken 8 Championship 690,2025,Tekken 8,Fighting,Epic Games,Quarterly,Brazil,4832563.0,4832563.0
Tekken World Tour Finals,2023,Tekken 7,Fighting,Bandai Namco,Annual,Japan,228376.0,228376.0
Tekken World Tour Finals,2024,Tekken 7,Fighting,Bandai Namco,Annual,Japan,243657.0,243657.0
Tekken World Tour Finals,2025,Tekken 7,Fighting,Bandai Namco,Annual,Sweden,225757.0,225757.0
The Animajor,2023,Dota 2,MOBA,WePlay,Annual,Ukraine,549388.0,549388.0
The Animajor,2024,Dota 2,MOBA,WePlay,Annual,Ukraine,618087.0,618087.0
The Animajor,2025,Dota 2,MOBA,WePlay,Annual,Ukraine,682779.0,682779.0
The Arlington Major,2023,Dota 2,MOBA,PGL,Annual,United States,510540.0,510540.0
The Arlington Major,2024,Dota 2,MOBA,PGL,Annual,United States,490885.0,490885.0
The Arlington Major,2025,Dota 2,MOBA,PGL,Annual,United States,512327.0,512327.0
The BTS Pro Series,2023,Dota 2,MOBA,BTS,Multiple,Brazil,123311.0,123311.0
The BTS Pro Series,2024,Dota 2,MOBA,BTS,Multiple,China,136413.0,136413.0
The BTS Pro Series,2025,Dota 2,MOBA,BTS,Multiple,China,154423.0,154423.0
The Bali Major,2023,Dota 2,MOBA,IO Esports,Annual,Indonesia,430874.0,430874.0
The Bali Major,2024,Dota 2,MOBA,IO Esports,Annual,Indonesia,398983.0,398983.0
The Bali Major,2025,Dota 2,MOBA,IO Esports,Annual,Indonesia,363681.0,363681.0
The Berlin Major,2023,Dota 2,MOBA,ESL,Annual,Germany,572561.0,572561.0
The Berlin Major,2024,Dota 2,MOBA,ESL,Annual,Germany,628053.0,628053.0
The Berlin Major,2025,Dota 2,MOBA,ESL,Annual,Germany,740596.0,740596.0
The BetBoom Universe,2023,Dota 2,MOBA,BetBoom,Annual,Russia,635675.0,635675.0
The BetBoom Universe,2024,Dota 2,MOBA,BetBoom,Annual,Russia,709665.0,709665.0
The BetBoom Universe,2025,Dota 2,MOBA,BetBoom,Annual,Russia,886921.0,886921.0
The Boston Major,2023,Dota 2,MOBA,Valve,Annual,United States,3096542.0,3096542.0
The Boston Major,2024,Dota 2,MOBA,Valve,Annual,United States,3624531.0,3624531.0
The Boston Major,2025,Dota 2,MOBA,Valve,Annual,United States,4308721.0,4308721.0
The Chongqing Major,2023,Dota 2,MOBA,Perfect World,Annual,China,1116310.0,1116310.0
The Chongqing Major,2024,Dota 2,MOBA,Perfect World,Annual,China,1360399.0,1360399.0
The Chongqing Major,2025,Dota 2,MOBA,Perfect World,Annual,China,1521857.0,1521857.0
The Dota 2 Asia Championships,2023,Dota 2,MOBA,Perfect World,Annual,China,567240.0,567240.0
The Dota 2 Asia Championships,2024,Dota 2,MOBA,Perfect World,Annual,China,632471.0,632471.0
The Dota 2 Asia Championships,2025,Dota 2,MOBA,Perfect World,Annual,China,815293.0,815293.0
The Dota Pit League,2023,Dota 2,MOBA,OGA,Multiple,Croatia,169873.0,169873.0
The Dota Pit League,2024,Dota 2,MOBA,OGA,Multiple,Croatia,193587.0,193587.0
The Dota Pit League,2025,Dota 2,MOBA,OGA,Multiple,Croatia,215443.0,215443.0
The Dota Summit,2023,Dota 2,MOBA,BTS,Annual,United States,112511.0,112511.0
The Dota Summit,2024,Dota 2,MOBA,BTS,Annual,United States,126052.0,126052.0
The Dota Summit,2025,Dota 2,MOBA,BTS,Annual,United States,146625.0,146625.0
The DreamLeague,2023,Dota 2,MOBA,DreamHack,Multiple,Sweden,288144.0,288144.0
The DreamLeague,2024,Dota 2,MOBA,DreamHack,Multiple,Sweden,324789.0,324789.0
